skill,experience,project_type,complexity,hours,price
digital_marketing,beginner,saas_mvp,medium,118,2151.96
ui_ux_design,intermediate,full_website,medium,89,7620.82
graphic_design,expert,ecommerce,low,150,13343.31
ui_ux_design,intermediate,automation,high,17,1157.31
digital_marketing,beginner,technical_whitepaper,medium,11,216.26
python,intermediate,saas_mvp,medium,77,5729.41
python,beginner,saas_mvp,low,254,5192.17
web_dev,beginner,full_website,low,44,695.91
digital_marketing,expert,landing_page,high,11,1087.21
cyber_security,beginner,automation,high,65,3631.3
ui_ux_design,intermediate,full_website,high,79,6624.3
cloud_computing,expert,script,medium,10,1094.0
content_writing,intermediate,script,medium,14,463.11
cloud_computing,expert,saas_mvp,medium,68,13117.87
ui_ux_design,intermediate,landing_page,low,10,447.62
app_dev,intermediate,api_endpoint,high,52,4985.78
web_dev,intermediate,landing_page,medium,8,319.75
python,intermediate,automation,low,47,1726.57
digital_marketing,expert,full_website,high,113,18970.58
blockchain,beginner,api_endpoint,low,15,461.38
content_writing,intermediate,growth_hacking,high,80,2716.32
data_science,beginner,api_endpoint,medium,40,1088.38
ui_ux_design,intermediate,automation,high,55,3127.9
digital_marketing,intermediate,technical_whitepaper,low,38,1774.78
digital_marketing,intermediate,ecommerce,medium,219,12383.08
graphic_design,intermediate,technical_whitepaper,high,21,1628.61
web_dev,beginner,api_endpoint,medium,45,1085.01
cyber_security,beginner,api_endpoint,high,50,1784.62
graphic_design,intermediate,technical_whitepaper,medium,20,957.78
content_writing,beginner,technical_whitepaper,medium,39,409.76
digital_marketing,expert,growth_hacking,low,61,4004.13
app_dev,intermediate,ecommerce,high,79,9882.19
python,expert,script,low,14,1451.93
ui_ux_design,beginner,landing_page,high,34,1006.58
python,expert,saas_mvp,low,176,18173.17
python,intermediate,script,high,22,1861.61
graphic_design,intermediate,saas_mvp,low,129,5782.47
data_science,intermediate,api_endpoint,high,37,2856.19
blockchain,beginner,saas_mvp,low,262,8782.22
python,expert,ai_model,medium,74,13160.08
ui_ux_design,expert,automation,medium,37,3767.96
blockchain,intermediate,smart_contract,low,34,3906.23
python,intermediate,api_endpoint,medium,10,507.13
blockchain,beginner,technical_whitepaper,medium,42,1149.0
data_science,beginner,technical_whitepaper,medium,61,1791.62
data_science,expert,script,high,9,1861.57
python,intermediate,ai_model,high,63,7029.75
data_science,intermediate,script,medium,5,357.66
cloud_computing,beginner,technical_whitepaper,high,51,2255.14
app_dev,intermediate,automation,medium,36,1745.75
content_writing,intermediate,full_website,medium,33,1154.63
ui_ux_design,expert,full_website,low,99,12505.53
digital_marketing,beginner,technical_whitepaper,high,12,345.74
cyber_security,beginner,api_endpoint,medium,47,1785.65
python,intermediate,ai_model,high,28,3513.83
python,intermediate,script,low,12,468.38
cyber_security,intermediate,saas_mvp,medium,272,23469.83
digital_marketing,beginner,landing_page,low,35,361.94
digital_marketing,intermediate,technical_whitepaper,medium,62,2877.98
python,expert,ai_model,high,100,16072.4
data_science,beginner,api_endpoint,medium,49,1864.93
web_dev,intermediate,full_website,high,160,9942.49
web_dev,beginner,saas_mvp,medium,140,3537.69
web_dev,intermediate,saas_mvp,high,240,26141.58
cyber_security,intermediate,api_endpoint,high,6,708.85
cloud_computing,beginner,full_website,medium,158,6446.26
digital_marketing,beginner,growth_hacking,low,42,428.64
python,intermediate,automation,high,22,1983.49
data_science,intermediate,api_endpoint,high,23,2557.14
data_science,intermediate,api_endpoint,medium,21,1903.08
cloud_computing,expert,script,medium,2,227.02
app_dev,intermediate,ecommerce,medium,58,5666.62
python,beginner,web_scraper,high,23,707.13
content_writing,intermediate,technical_whitepaper,low,34,1092.04
data_science,beginner,automation,high,32,1042.95
python,expert,api_endpoint,high,29,3510.0
python,intermediate,script,low,5,289.25
blockchain,beginner,saas_mvp,medium,258,12992.26
cloud_computing,intermediate,saas_mvp,medium,67,6977.62
cyber_security,expert,automation,medium,67,10103.3
cloud_computing,expert,script,high,7,997.47
python,intermediate,saas_mvp,medium,143,7513.38
cyber_security,intermediate,automation,medium,27,2397.1
cloud_computing,beginner,saas_mvp,low,174,5826.04
python,beginner,script,medium,11,266.09
app_dev,expert,ecommerce,low,151,14702.13
ui_ux_design,intermediate,full_website,medium,152,6485.7
web_dev,beginner,saas_mvp,medium,263,8196.89
python,beginner,web_scraper,medium,16,479.76
web_dev,beginner,saas_mvp,low,101,3141.15
python,expert,api_endpoint,low,53,5500.66
blockchain,beginner,smart_contract,medium,57,2540.72
app_dev,intermediate,ecommerce,low,129,9725.1
blockchain,intermediate,saas_mvp,medium,75,8072.49
blockchain,intermediate,api_endpoint,medium,17,1755.39
cyber_security,intermediate,technical_whitepaper,medium,30,2698.8
app_dev,beginner,full_website,medium,59,1691.48
graphic_design,beginner,full_website,medium,108,1987.38
app_dev,beginner,ecommerce,low,208,5480.52
web_dev,expert,landing_page,high,18,2515.59
cloud_computing,intermediate,full_website,low,48,4014.92
cloud_computing,expert,automation,high,60,11641.78
cyber_security,beginner,technical_whitepaper,medium,17,522.13
web_dev,expert,api_endpoint,medium,40,3446.73
app_dev,intermediate,api_endpoint,low,39,2090.32
web_dev,intermediate,api_endpoint,medium,31,1953.13
cyber_security,intermediate,web_scraper,high,12,1121.37
app_dev,expert,full_website,medium,126,18881.38
content_writing,expert,technical_whitepaper,medium,41,2826.96
digital_marketing,expert,ecommerce,medium,215,22452.39
cloud_computing,intermediate,automation,high,53,5951.22
ui_ux_design,intermediate,full_website,medium,38,3145.58
ui_ux_design,intermediate,full_website,medium,65,5730.11
cyber_security,expert,api_endpoint,low,6,626.11
data_science,intermediate,technical_whitepaper,medium,37,3357.38
app_dev,expert,full_website,medium,102,9908.9
data_science,intermediate,automation,high,8,748.26
python,intermediate,script,high,20,971.18
python,expert,web_scraper,high,9,960.93
app_dev,expert,landing_page,low,9,838.48
digital_marketing,beginner,ecommerce,low,210,3348.82
data_science,beginner,saas_mvp,medium,269,12032.51
web_dev,intermediate,ecommerce,medium,191,13335.34
cyber_security,intermediate,script,high,9,561.35
content_writing,intermediate,landing_page,medium,35,1431.62
graphic_design,beginner,ecommerce,medium,55,948.05
data_science,intermediate,technical_whitepaper,low,49,2464.43
cyber_security,intermediate,technical_whitepaper,medium,34,2685.06
content_writing,expert,script,high,7,726.47
cloud_computing,intermediate,saas_mvp,medium,121,12012.23
cyber_security,expert,saas_mvp,medium,223,51087.3
data_science,expert,automation,medium,32,4062.06
graphic_design,beginner,ecommerce,low,84,866.25
data_science,beginner,script,medium,19,546.8
blockchain,intermediate,automation,high,44,5823.35
graphic_design,intermediate,full_website,medium,39,1643.37
app_dev,expert,automation,medium,63,7436.74
digital_marketing,intermediate,growth_hacking,medium,20,766.82
graphic_design,beginner,ecommerce,low,219,4888.06
web_dev,intermediate,web_scraper,high,30,2074.66
web_dev,expert,web_scraper,medium,25,2993.88
app_dev,intermediate,ecommerce,high,211,16453.82
blockchain,expert,automation,low,53,5105.34
blockchain,expert,web_scraper,medium,24,3446.76
ui_ux_design,intermediate,ecommerce,low,41,2908.83
content_writing,beginner,landing_page,low,11,117.55
cyber_security,expert,technical_whitepaper,high,60,12589.19
digital_marketing,expert,saas_mvp,medium,152,20805.36
content_writing,beginner,ecommerce,high,192,5466.08
data_science,expert,technical_whitepaper,high,43,7976.67
python,beginner,automation,medium,23,680.89
digital_marketing,intermediate,landing_page,high,33,2099.82
content_writing,beginner,script,high,2,22.61
content_writing,intermediate,script,low,25,770.55
content_writing,intermediate,ecommerce,low,220,6763.08
web_dev,expert,saas_mvp,high,132,25039.46
blockchain,intermediate,automation,low,69,4376.22
data_science,beginner,ai_model,high,43,3158.8
web_dev,intermediate,web_scraper,medium,17,741.66
python,intermediate,saas_mvp,high,91,9725.38
data_science,intermediate,automation,medium,52,4712.88
cloud_computing,beginner,automation,low,43,1275.85
web_dev,intermediate,ecommerce,high,47,2585.09
cyber_security,expert,web_scraper,low,22,2459.88
blockchain,intermediate,smart_contract,low,57,3339.94
web_dev,intermediate,landing_page,low,35,849.37
content_writing,beginner,technical_whitepaper,high,18,301.19
digital_marketing,beginner,saas_mvp,high,238,10194.95
cloud_computing,intermediate,saas_mvp,medium,173,22278.65
cloud_computing,expert,automation,low,38,3676.99
content_writing,intermediate,landing_page,high,35,1668.2
python,beginner,web_scraper,high,19,645.99
data_science,expert,script,medium,12,1908.82
ui_ux_design,beginner,full_website,low,66,1299.28
graphic_design,intermediate,landing_page,high,29,1775.22
ui_ux_design,expert,full_website,medium,104,13108.72
blockchain,expert,saas_mvp,low,148,20088.27
ui_ux_design,intermediate,automation,high,20,1211.99
blockchain,intermediate,smart_contract,high,26,3463.02
python,beginner,ai_model,medium,54,1303.56
cyber_security,beginner,web_scraper,low,26,769.72
ui_ux_design,expert,api_endpoint,low,23,2423.24
data_science,intermediate,ai_model,medium,96,9936.33
graphic_design,beginner,technical_whitepaper,low,48,426.77
cloud_computing,beginner,api_endpoint,medium,35,991.39
web_dev,beginner,ecommerce,medium,148,2556.13
web_dev,intermediate,ecommerce,high,101,9846.7
digital_marketing,beginner,growth_hacking,medium,58,1364.68
graphic_design,beginner,landing_page,low,4,33.21
blockchain,beginner,automation,medium,32,1151.9
data_science,intermediate,script,medium,23,1732.12
cyber_security,intermediate,web_scraper,low,5,323.88
content_writing,beginner,technical_whitepaper,medium,65,630.18
graphic_design,intermediate,growth_hacking,medium,73,2750.89
blockchain,beginner,technical_whitepaper,medium,38,1430.23
graphic_design,expert,growth_hacking,medium,83,9436.32
data_science,intermediate,saas_mvp,low,188,11376.11
cyber_security,beginner,automation,high,37,1451.56
app_dev,expert,ecommerce,high,67,14829.47
app_dev,intermediate,saas_mvp,low,63,3531.67
app_dev,beginner,api_endpoint,medium,6,196.58
graphic_design,expert,landing_page,medium,9,608.59
app_dev,intermediate,api_endpoint,high,15,1397.52
blockchain,expert,web_scraper,high,31,5225.38
cyber_security,expert,automation,medium,13,1790.88
app_dev,intermediate,api_endpoint,low,22,1164.9
web_dev,expert,landing_page,medium,31,2294.52
blockchain,intermediate,web_scraper,high,7,504.33
graphic_design,intermediate,ecommerce,high,150,12294.42
graphic_design,beginner,full_website,medium,143,1843.87
cyber_security,expert,api_endpoint,medium,35,7021.87
app_dev,intermediate,api_endpoint,low,33,1112.61
cloud_computing,intermediate,script,low,24,1116.05
graphic_design,expert,full_website,medium,156,17763.52
blockchain,expert,smart_contract,medium,17,3948.29
blockchain,beginner,technical_whitepaper,medium,62,3062.13
content_writing,intermediate,script,high,25,840.39
web_dev,beginner,saas_mvp,medium,226,4719.45
cyber_security,expert,saas_mvp,high,163,52422.59
blockchain,expert,smart_contract,low,86,17405.33
web_dev,beginner,landing_page,medium,10,201.49
cloud_computing,beginner,automation,medium,23,909.85
web_dev,intermediate,full_website,medium,140,10148.49
cloud_computing,expert,automation,medium,44,5849.58
graphic_design,intermediate,technical_whitepaper,medium,43,1567.85
web_dev,expert,api_endpoint,low,8,652.54
app_dev,expert,saas_mvp,high,175,28325.27
graphic_design,beginner,technical_whitepaper,high,64,1188.96
app_dev,beginner,automation,medium,12,386.23
digital_marketing,beginner,saas_mvp,low,58,1728.26
cyber_security,beginner,technical_whitepaper,low,21,778.52
blockchain,expert,technical_whitepaper,high,58,11529.89
graphic_design,intermediate,technical_whitepaper,medium,31,1323.74
cyber_security,beginner,technical_whitepaper,low,60,1634.41
digital_marketing,beginner,landing_page,high,10,128.03
web_dev,intermediate,ecommerce,low,131,5678.88
data_science,intermediate,technical_whitepaper,medium,24,1662.87
content_writing,expert,technical_whitepaper,medium,47,4687.13
graphic_design,expert,technical_whitepaper,medium,32,2154.49
cloud_computing,expert,saas_mvp,medium,84,11344.73
app_dev,intermediate,full_website,high,99,5867.9
cyber_security,beginner,automation,high,68,2491.9
content_writing,intermediate,landing_page,medium,26,575.42
python,intermediate,automation,high,36,2160.79
ui_ux_design,expert,full_website,medium,48,5572.82
web_dev,intermediate,full_website,medium,72,4940.59
data_science,intermediate,ai_model,high,41,5477.42
data_science,intermediate,saas_mvp,high,194,17524.35
data_science,beginner,automation,medium,11,265.83
cloud_computing,intermediate,automation,medium,53,3414.46
python,expert,saas_mvp,high,109,23943.17
digital_marketing,expert,landing_page,high,24,2984.66
content_writing,intermediate,growth_hacking,medium,71,1825.92
ui_ux_design,beginner,api_endpoint,medium,6,121.21
digital_marketing,intermediate,technical_whitepaper,medium,64,3821.9
data_science,beginner,ai_model,high,119,8150.9
cyber_security,intermediate,automation,low,24,1855.74
python,expert,automation,high,41,6568.53
content_writing,intermediate,ecommerce,high,49,2059.94
cyber_security,intermediate,saas_mvp,medium,87,7068.67
app_dev,intermediate,full_website,low,138,6389.87
data_science,intermediate,saas_mvp,medium,99,6821.32
ui_ux_design,beginner,landing_page,medium,22,275.22
content_writing,expert,script,high,16,1207.74
ui_ux_design,intermediate,saas_mvp,medium,242,13797.52
cyber_security,beginner,script,medium,7,173.88
content_writing,intermediate,full_website,medium,37,1427.02
app_dev,beginner,automation,medium,33,1059.53
cloud_computing,beginner,technical_whitepaper,low,29,458.87
content_writing,beginner,technical_whitepaper,low,59,944.01
graphic_design,expert,growth_hacking,medium,34,3076.59
digital_marketing,intermediate,growth_hacking,low,30,961.48
content_writing,intermediate,technical_whitepaper,medium,38,1573.88
content_writing,intermediate,script,high,23,1077.28
python,beginner,saas_mvp,medium,120,3476.77
blockchain,intermediate,smart_contract,high,17,2617.03
graphic_design,beginner,landing_page,high,4,67.47
digital_marketing,intermediate,growth_hacking,low,86,2012.13
cyber_security,beginner,saas_mvp,medium,221,10303.0
cyber_security,beginner,web_scraper,medium,26,1069.06
cloud_computing,beginner,script,high,8,296.2
ui_ux_design,intermediate,api_endpoint,high,12,1281.97
data_science,intermediate,technical_whitepaper,low,54,3671.33
cyber_security,intermediate,script,high,19,1568.47
blockchain,intermediate,automation,high,45,4252.89
digital_marketing,expert,landing_page,medium,20,1355.44
app_dev,expert,saas_mvp,low,94,11985.1
app_dev,intermediate,ecommerce,medium,56,2978.06
cloud_computing,expert,technical_whitepaper,medium,42,5331.2
data_science,beginner,technical_whitepaper,low,16,453.26
app_dev,intermediate,automation,high,49,3996.48
cloud_computing,beginner,full_website,low,86,2897.65
ui_ux_design,intermediate,api_endpoint,high,47,2969.22
cyber_security,intermediate,technical_whitepaper,high,26,3024.89
graphic_design,intermediate,landing_page,high,33,1357.88
graphic_design,beginner,full_website,high,85,2849.74
